JobTitle,BasePay,OvertimePay,OtherPay,Year,TotalPay,TotalPayBenefits,Agency
Executive Secretary 3,31091.02,133.0,0.0,2013,31224.02,45081.41,San Francisco
Park Section Supervisor,23168.0,0.0,13572.47,2013,36740.47,45068.01,San Francisco
PS Aide to Prof,26802.0,0.0,3096.56,2013,29898.56,45056.03,San Francisco
Public Svc Aide-Public Works,27204.44,0.0,368.56,2013,27573.0,45051.94,San Francisco
Transit Operator,25173.5,5618.42,1949.25,2013,32741.17,45025.59,San Francisco
Special Nurse,36741.95,0.0,2177.38,2013,38919.33,45015.16,San Francisco
Police Officer 3,45007.75,0.0,0.0,2013,45007.75,45007.75,San Francisco
Special Nurse,32024.82,0.0,6804.25,2013,38829.07,44996.88,San Francisco
Police Officer 3,2286.5,0.0,42676.71,2013,44963.21,44963.21,San Francisco
Police Officer 3,44962.46,0.0,0.0,2013,44962.46,44962.46,San Francisco
Stationary Engineer,36605.58,2926.8,4978.81,2013,44511.19,44956.34,San Francisco
Home Health Aide,24300.62,7137.28,929.69,2013,32367.59,44953.17,San Francisco
Police Officer 3,22865.05,10.72,15259.83,2013,38135.6,44952.47,San Francisco
Police Officer 3,44917.08,0.0,0.0,2013,44917.08,44917.08,San Francisco
Transit Supervisor,42570.38,0.0,1877.96,2013,44448.34,44892.8,San Francisco
Senior Food Service Worker,23420.74,6817.36,1784.06,2013,32022.16,44889.29,San Francisco
"Captain, Fire Suppression",32166.82,0.0,3457.61,2013,35624.43,44884.58,San Francisco
Special Nurse,44879.31,0.0,0.0,2013,44879.31,44879.31,San Francisco
Police Officer 3,44418.52,0.0,0.0,2013,44418.52,44862.71,San Francisco
PS Aide Health Services,30603.84,0.0,0.0,2013,30603.84,44860.06,San Francisco
Housing Inspector,32597.7,0.0,0.0,2013,32597.7,44858.49,San Francisco
Transit Operator,28758.36,2301.47,189.41,2013,31249.24,44855.98,San Francisco
Special Nurse,41881.52,1850.54,1113.35,2013,44845.41,44845.41,San Francisco
Management Assistant,32326.81,0.0,267.41,2013,32594.22,44824.74,San Francisco
Police Officer,34511.7,0.0,0.0,2013,34511.7,44821.84,San Francisco
Asst General Services Manager,23715.53,0.0,8538.61,2013,32254.14,44816.3,San Francisco
Special Nurse,35392.89,897.59,2245.94,2013,38536.42,44811.54,San Francisco
Inspector 3,20697.3,917.62,17470.62,2013,39085.54,44801.21,San Francisco
Special Nurse,35442.75,0.0,1714.43,2013,37157.18,44798.97,San Francisco
Senior Management Assistant,32927.33,0.0,522.34,2013,33449.67,44798.32,San Francisco
General Laborer Supervisor 1,31708.99,860.96,84.5,2013,32654.45,44789.7,San Francisco
Custodian,27687.01,276.87,1875.54,2013,29839.42,44781.49,San Francisco
Library Page,29352.9,0.0,473.42,2013,29826.32,44775.05,San Francisco
Clerk,28674.91,0.0,0.0,2013,28674.91,44765.27,San Francisco
Library Page,29092.19,0.0,769.02,2013,29861.21,44759.24,San Francisco
Attorney (Civil/Criminal),29046.7,0.0,6237.23,2013,35283.93,44748.37,San Francisco
PS Aide to Prof,29258.87,279.19,0.0,2013,29538.06,44740.59,San Francisco
Library Page,29386.91,0.0,388.8,2013,29775.71,44739.21,San Francisco
Custodian,21399.0,0.0,13493.4,2013,34892.4,44715.7,San Francisco
Electronic Maintenance Tech,44708.86,0.0,0.0,2013,44708.86,44708.86,San Francisco
Firefighter,7442.7,4646.35,30084.77,2013,42173.82,44699.1,San Francisco
Protective Services Worker,21073.86,0.0,16674.16,2013,37748.02,44696.7,San Francisco
Porter,26062.8,1378.87,3782.97,2013,31224.64,44696.3,San Francisco
Health Worker 2,30330.85,10.38,1200.0,2013,31541.23,44675.0,San Francisco
Gardener,20320.44,1492.4,15242.45,2013,37055.29,44674.01,San Francisco
Transit Operator,26344.79,3060.03,274.26,2013,29679.08,44664.57,San Francisco
Food Service Worker,23194.32,8378.35,634.42,2013,32207.09,44656.34,San Francisco
Truck Driver,30804.6,512.02,580.27,2013,31896.89,44644.18,San Francisco
Transit Operator,27674.69,3708.59,239.45,2013,31622.73,44641.57,San Francisco
DA Investigative Assist,30754.51,0.0,0.0,2013,30754.51,44639.99,San Francisco
EMT/Paramedic/Firefighter,29847.9,1418.09,1156.5,2013,32422.49,44621.09,San Francisco
Transit Operator,27594.4,208.11,3100.64,2013,30903.15,44619.87,San Francisco
Transit Operator,26929.59,1817.67,501.87,2013,29249.13,44618.48,San Francisco
Environmental Service Worker,28819.5,213.98,0.0,2013,29033.48,44614.6,San Francisco
Senior Physician Specialist,37420.3,0.0,0.0,2013,37420.3,44597.25,San Francisco
Public Service Trainee,29714.4,0.0,0.0,2013,29714.4,44586.08,San Francisco
Police Officer,25344.76,825.06,10857.57,2013,37027.39,44583.8,San Francisco
Storekeeper,28096.0,1703.87,0.0,2013,29799.87,44565.39,San Francisco
Special Nurse,37838.18,4863.33,1854.3,2013,44555.81,44555.81,San Francisco
Police Officer 3,44554.48,0.0,0.0,2013,44554.48,44554.48,San Francisco
Medical Evaluations Assistant,26369.37,1671.7,4020.85,2013,32061.92,44539.71,San Francisco
Health Worker 2,30917.0,0.0,334.97,2013,31251.97,44513.9,San Francisco
Environmental Assistant,29805.62,0.0,2208.32,2013,32013.94,44503.4,San Francisco
Transit Operator,20607.91,1631.82,12627.51,2013,34867.24,44499.1,San Francisco
Arts Program Assistant,36759.18,0.0,0.0,2013,36759.18,44493.01,San Francisco
Medical Records Clerk,31090.57,0.0,324.0,2013,31414.57,44472.38,San Francisco
Custodian,28902.42,2024.72,1498.38,2013,32425.52,44465.78,San Francisco
Sr Materials & Supplies Sprv,32562.0,305.28,0.0,2013,32867.28,44464.62,San Francisco
Library Page,28769.03,0.0,859.27,2013,29628.3,44454.65,San Francisco
Transit Operator,26418.95,2102.73,750.57,2013,29272.25,44437.1,San Francisco
Cook,30046.72,9550.28,3.06,2013,39600.06,44394.7,San Francisco
ASR-Office Assistant,32047.8,549.21,0.0,2013,32597.01,44357.56,San Francisco
Special Nurse,32880.19,0.0,5436.15,2013,38316.34,44355.72,San Francisco
Environmental Service Worker,36789.5,730.65,1136.49,2013,38656.64,44328.75,San Francisco
Transit Operator,27022.73,1462.71,424.07,2013,28909.51,44313.16,San Francisco
Custodian,31632.0,0.0,355.53,2013,31987.53,44288.14,San Francisco
Arts Program Assistant,31806.02,0.0,0.0,2013,31806.02,44280.43,San Francisco
Transit Operator,26932.43,1159.51,728.2,2013,28820.14,44256.52,San Francisco
Special Nurse,35184.9,1399.19,1536.36,2013,38120.45,44237.89,San Francisco
Transit Operator,28271.6,1916.2,645.53,2013,30833.33,44236.75,San Francisco
Volunteer/Outreach Coord,34659.84,0.0,0.0,2013,34659.84,44220.13,San Francisco
Clinical Psychologist,43726.35,0.0,160.0,2013,43886.35,44210.31,San Francisco
X-Ray Laboratory Aide,28432.22,2992.81,200.0,2013,31625.03,44204.65,San Francisco
Senior Personnel Analyst,31940.0,0.0,0.0,2013,31940.0,44168.2,San Francisco
Senior Clerk,28197.05,374.86,0.0,2013,28571.91,44136.68,San Francisco
Train Controller,23526.0,1374.81,11595.55,2013,36496.36,44093.5,San Francisco
Library Assistant,30051.18,0.0,1041.1,2013,31092.28,44077.45,San Francisco
General Laborer,28902.68,1212.87,0.0,2013,30115.55,44061.97,San Francisco
Manager II,44041.14,0.0,0.0,2013,44041.14,44041.14,San Francisco
Special Nurse,32036.57,0.0,5675.31,2013,37711.88,44036.18,San Francisco
Library Page,29138.9,0.0,90.5,2013,29229.4,44005.54,San Francisco
Custodian,28710.33,0.0,2033.53,2013,30743.86,43960.53,San Francisco
Library Assistant,30830.17,0.0,0.0,2013,30830.17,43957.65,San Francisco
Library Page,29058.18,0.0,213.71,2013,29271.89,43953.65,San Francisco
Deputy Sheriff 1,27396.0,3724.15,609.8,2013,31729.95,43943.31,San Francisco
Public Service Trainee,31340.0,0.0,70.4,2013,31410.4,43940.32,San Francisco
Senior Account Clerk,30155.92,0.0,0.0,2013,30155.92,43931.16,San Francisco
PS Aide to Prof,29445.03,0.0,0.0,2013,29445.03,43930.65,San Francisco
Park Patrol Officer,24141.52,7477.2,142.16,2013,31760.88,43921.42,San Francisco
Police Officer 3,43919.96,0.0,0.0,2013,43919.96,43919.96,San Francisco
Special Nurse,36559.38,0.0,1354.05,2013,37913.43,43915.3,San Francisco
Transit Operator,26665.94,1398.77,598.72,2013,28663.43,43902.54,San Francisco
Senior Social Worker,21429.28,0.0,14609.7,2013,36038.98,43897.3,San Francisco
Patient Care Assistant,35990.51,1374.48,369.12,2013,37734.11,43895.26,San Francisco
Library Page,27975.33,0.0,279.91,2013,28255.24,43841.47,San Francisco
Police Officer 3,43829.29,0.0,0.0,2013,43829.29,43829.29,San Francisco
Cashier 2,38179.71,164.21,0.0,2013,38343.92,43816.37,San Francisco
Personnel Clerk,31451.2,0.0,0.0,2013,31451.2,43792.2,San Francisco
Nursing Supervisor,36672.4,0.0,0.0,2013,36672.4,43775.4,San Francisco
Medical Evaluations Assistant,28152.02,256.6,1913.95,2013,30322.57,43771.8,San Francisco
Food Service Worker,21887.43,7944.27,1448.33,2013,31280.03,43756.72,San Francisco
Special Nurse,35937.31,0.0,189.57,2013,36126.88,43752.98,San Francisco
Hospital Eligiblity Worker,31265.88,0.0,0.0,2013,31265.88,43746.38,San Francisco
Sr Human Resources Analyst,32900.4,0.0,0.0,2013,32900.4,43734.14,San Francisco
Research Assistant,30176.8,0.0,0.0,2013,30176.8,43662.32,San Francisco
Engineering Associate 2,43229.72,0.0,0.0,2013,43229.72,43662.04,San Francisco
Special Nurse,43254.39,0.0,383.67,2013,43638.06,43638.06,San Francisco
Junior Management Assistant,40423.1,0.0,0.0,2013,40423.1,43634.18,San Francisco
Special Nurse,29261.37,5135.21,2828.2,2013,37224.78,43621.79,San Francisco
PS Aide to Prof,37522.8,0.0,0.0,2013,37522.8,43615.77,San Francisco
Library Page,27897.76,0.0,510.02,2013,28407.78,43608.51,San Francisco
Medical Social Worker,28551.5,0.0,5747.47,2013,34298.97,43602.32,San Francisco
Senior Administrative Analyst,40025.07,0.0,0.0,2013,40025.07,43588.18,San Francisco
Manager IV,13367.53,0.0,29499.27,2013,42866.8,43584.99,San Francisco
Patient Care Assistant,20754.77,1326.04,13236.47,2013,35317.28,43584.47,San Francisco
Public Svc Aide-Public Works,26235.92,0.0,338.92,2013,26574.84,43577.42,San Francisco
Police Officer 3,43126.75,0.0,0.0,2013,43126.75,43558.03,San Francisco
Physician Specialist,33939.61,0.0,0.0,2013,33939.61,43547.04,San Francisco
Nurse Practitioner,40673.5,0.0,2425.96,2013,43099.46,43530.46,San Francisco
Public SafetyComm Supv,28856.47,2635.66,1468.38,2013,32960.51,43526.26,San Francisco
Transit Operator,20994.92,11034.29,500.1,2013,32529.31,43479.63,San Francisco
Eligibility Worker,30017.03,0.0,140.0,2013,30157.03,43467.11,San Francisco
"StdntDsgnTrain3, Arch/Eng/Plng",35902.57,0.0,0.0,2013,35902.57,43460.26,San Francisco
Special Nurse,43431.56,0.0,26.88,2013,43458.44,43458.44,San Francisco
Architectural Assistant 2,31954.69,0.0,0.0,2013,31954.69,43457.38,San Francisco
Airport Electrician Supervisor,16824.0,0.0,21281.31,2013,38105.31,43453.21,San Francisco
Special Nurse,30842.3,0.0,6422.46,2013,37264.76,43448.69,San Francisco
Transit Operator,23271.49,8201.87,809.72,2013,32283.08,43429.71,San Francisco
Transit Operator,25726.98,3697.73,1511.02,2013,30935.73,43429.46,San Francisco
Employment & Training Spec 3,41947.19,0.0,0.0,2013,41947.19,43425.43,San Francisco
Social Worker,28947.3,0.0,800.0,2013,29747.3,43419.85,San Francisco
Transit Operator,27819.64,1576.6,279.86,2013,29676.1,43417.27,San Francisco
Cable Splicer,43406.59,0.0,0.0,2013,43406.59,43406.59,San Francisco
PS Aide to Prof,27432.04,0.0,0.0,2013,27432.04,43405.59,San Francisco
Library Assistant,24430.41,0.0,8473.59,2013,32904.0,43370.96,San Francisco
Licensed Vocational Nurse,30594.21,0.0,224.0,2013,30818.21,43333.19,San Francisco
Custodian,28277.26,0.0,2021.26,2013,30298.52,43309.6,San Francisco
Respiratory Care Practitioner,39831.81,0.0,0.0,2013,39831.81,43307.78,San Francisco
DA Investigative Assist,31854.76,58.55,0.0,2013,31913.31,43300.85,San Francisco
Special Nurse,41486.59,1805.4,0.0,2013,43291.99,43291.99,San Francisco
Clinical Psychologist,31492.8,0.0,1194.4,2013,32687.2,43289.98,San Francisco
PS Aide to Prof,27695.45,0.0,0.0,2013,27695.45,43283.11,San Francisco
Eligibility Worker,31548.84,0.0,1012.88,2013,32561.72,43278.87,San Francisco
Special Assistant 10,42842.12,0.0,0.0,2013,42842.12,43270.54,San Francisco
Library Page,28593.27,0.0,154.13,2013,28747.4,43267.12,San Francisco
Special Nurse,36108.0,0.0,1406.73,2013,37514.73,43266.88,San Francisco
Custodian,30707.5,132.08,0.0,2013,30839.58,43263.24,San Francisco
Food Service Worker,24334.94,4828.36,1293.16,2013,30456.46,43259.48,San Francisco
Medical Records Clerk,29411.35,0.0,1926.46,2013,31337.81,43232.47,San Francisco
Library Assistant,30051.17,0.0,324.0,2013,30375.17,43224.71,San Francisco
Mayoral Staff V,24135.9,0.0,3324.3,2013,27460.2,43212.3,San Francisco
Transit Operator,27416.13,547.66,210.13,2013,28173.92,43201.43,San Francisco
Electronic Maintenance Tech,35379.0,0.0,0.0,2013,35379.0,43196.4,San Francisco
Library Page,28298.59,0.0,471.13,2013,28769.72,43188.88,San Francisco
Senior Clerk,29282.93,0.0,347.4,2013,29630.33,43179.59,San Francisco
Events & Facilities Specialist,31871.42,0.0,0.0,2013,31871.42,43170.48,San Francisco
"Court Invstgtor, Superior Crt",31640.51,0.0,708.71,2013,32349.22,43161.19,San Francisco
Planner 3,32097.54,0.0,0.0,2013,32097.54,43147.83,San Francisco
Transit Operator,25961.25,1616.0,689.75,2013,28267.0,43137.27,San Francisco
Food Service Worker,25592.5,801.45,3994.88,2013,30388.83,43134.83,San Francisco
Pharmacist,42800.64,0.0,171.31,2013,42971.95,43128.77,San Francisco
District Attry's Investigator,43123.22,0.0,0.0,2013,43123.22,43123.22,San Francisco
Library Page,27606.93,0.0,1177.92,2013,28784.85,43074.49,San Francisco
Transit Operator,26248.11,1441.12,413.0,2013,28102.23,43055.46,San Francisco
Pharmacist,40583.1,0.0,2039.7,2013,42622.8,43049.04,San Francisco
Crafts Instructor,29590.99,0.0,707.1,2013,30298.09,43044.59,San Francisco
Porter,29243.26,616.2,455.0,2013,30314.46,43026.65,San Francisco
Recreation Specialist,28959.95,0.0,317.24,2013,29277.19,43016.65,San Francisco
Special Nurse,35058.25,1861.5,232.68,2013,37152.43,43007.27,San Francisco
Senior Legal Process Clerk,29463.77,0.0,784.01,2013,30247.78,43007.07,San Francisco
Emp & Training Spec 2,31485.37,0.0,256.5,2013,31741.87,43004.72,San Francisco
Planner 3,37953.13,0.0,0.0,2013,37953.13,43000.56,San Francisco
Public Service Trainee,26615.14,0.0,0.0,2013,26615.14,42984.69,San Francisco
Transit Car Cleaner,25617.52,2629.77,2051.64,2013,30298.93,42978.64,San Francisco
Special Nurse,35005.13,3871.15,1180.35,2013,40056.63,42976.99,San Francisco
Special Assistant 10,42549.3,0.0,0.0,2013,42549.3,42974.78,San Francisco
Special Nurse,41638.86,0.0,1335.0,2013,42973.86,42973.86,San Francisco
Special Nurse,31567.94,0.0,5405.95,2013,36973.89,42962.87,San Francisco
Museum Guard,30175.07,3982.2,0.0,2013,34157.27,42947.38,San Francisco
Special Nurse,34308.45,0.0,2792.46,2013,37100.91,42933.78,San Francisco
Patient Care Assistant,27862.06,3735.52,263.99,2013,31861.57,42920.73,San Francisco
Park Patrol Officer,30284.34,5143.06,519.41,2013,35946.81,42909.31,San Francisco
Special Assistant 10,42471.49,0.0,0.0,2013,42471.49,42896.22,San Francisco
Special Nurse,29590.58,1088.01,4810.72,2013,35489.31,42879.11,San Francisco
PS Aide to Prof,36778.3,0.0,0.0,2013,36778.3,42863.84,San Francisco
Clerk Typist,29406.0,0.0,648.87,2013,30054.87,42862.44,San Francisco
Dep Dir IV,19270.25,0.0,17916.52,2013,37186.77,42861.35,San Francisco
Transit Operator,23431.5,7039.77,1205.8,2013,31677.07,42844.7,San Francisco
Junior Administrative Analyst,39500.02,0.0,0.0,2013,39500.02,42842.52,San Francisco
Senior Clerk Typist,29904.95,0.0,322.42,2013,30227.37,42841.99,San Francisco
Special Nurse,35596.6,1486.54,5321.64,2013,42404.78,42828.83,San Francisco
Special Nurse,31651.2,1020.01,3956.48,2013,36627.69,42779.78,San Francisco
Special Nurse,37862.08,1599.8,2882.98,2013,42344.86,42768.31,San Francisco
Electrical Transit System Mech,31140.95,0.0,550.0,2013,31690.95,42764.7,San Francisco
Employee Relations Representat,30338.02,0.0,0.0,2013,30338.02,42759.3,San Francisco
Medical Evaluations Assistant,30113.13,0.0,2058.13,2013,32171.26,42745.86,San Francisco
Eligibility Worker,28587.0,773.09,450.0,2013,29810.09,42738.8,San Francisco
Library Assistant,29967.56,0.0,0.0,2013,29967.56,42719.49,San Francisco
Personnel Clerk,29347.94,1613.01,496.54,2013,31457.49,42705.27,San Francisco
Special Nurse,35833.9,0.0,663.09,2013,36496.99,42696.21,San Francisco
Special Nurse,42689.56,0.0,0.0,2013,42689.56,42689.56,San Francisco
Crafts Instructor,29379.73,0.0,7566.92,2013,36946.65,42687.36,San Francisco
Transit Operator,24660.69,47.82,6249.73,2013,30958.24,42686.64,San Francisco
EEO Senior Specialist,,0.0,30465.44,2013,30465.44,42655.18,San Francisco
Special Nurse,33170.3,114.74,1968.39,2013,35253.43,42642.38,San Francisco
Transit Operator,26371.4,2493.95,751.62,2013,29616.97,42633.96,San Francisco
Deputy Probation Officer,42604.33,0.0,0.0,2013,42604.33,42604.33,San Francisco
Gardener,29058.0,1410.0,317.35,2013,30785.35,42597.54,San Francisco
Special Nurse,35484.84,0.0,1252.45,2013,36737.29,42591.89,San Francisco
Police Officer 3,42582.86,0.0,0.0,2013,42582.86,42582.86,San Francisco
Senior Management Assistant,42159.33,0.0,0.0,2013,42159.33,42580.93,San Francisco
Special Nurse,34544.35,0.0,2092.03,2013,36636.38,42576.3,San Francisco
Assoc Engineer,24886.2,0.0,9892.1,2013,34778.3,42557.85,San Francisco
Switch Repairer,17508.6,4608.96,13032.41,2013,35149.97,42542.33,San Francisco
Health Care Analyst,30464.0,0.0,0.0,2013,30464.0,42531.79,San Francisco
Nurses Staffing Assistant,29147.4,0.0,321.18,2013,29468.58,42487.87,San Francisco
Transit Operator,26751.62,2212.29,127.94,2013,29091.85,42487.4,San Francisco
Health Worker 2,27874.89,1406.31,0.0,2013,29281.2,42469.17,San Francisco
Personnel Technician,31815.97,356.16,0.0,2013,32172.13,42443.36,San Francisco
"Property Manager, Port",42013.01,0.0,0.0,2013,42013.01,42433.17,San Francisco
Special Nurse,34650.51,0.0,1560.85,2013,36211.36,42422.68,San Francisco
Medical Records Technician,20656.0,3517.97,10371.23,2013,34545.2,42404.67,San Francisco
Transit Operator,25098.16,3292.41,1280.84,2013,29671.41,42402.75,San Francisco
IS Project Director,30426.3,0.0,3195.41,2013,33621.71,42401.3,San Francisco
Special Nurse,35205.31,0.0,1308.93,2013,36514.24,42397.92,San Francisco
Special Nurse,29343.33,0.0,5735.89,2013,35079.22,42368.01,San Francisco
Cable Splicer,22069.49,1133.1,12541.54,2013,35744.13,42359.26,San Francisco
IS Operator-Analyst,30659.52,0.0,0.0,2013,30659.52,42354.61,San Francisco
Porter,28339.68,0.0,1689.39,2013,30029.07,42342.52,San Francisco
Patient Care Assistant,30704.37,5510.81,330.37,2013,36545.55,42315.58,San Francisco
Library Page,27777.02,0.0,398.61,2013,28175.63,42312.21,San Francisco
Occupational Therapist,41888.25,0.0,0.0,2013,41888.25,42307.14,San Francisco
Electrician,38789.56,2361.1,734.0,2013,41884.66,42303.52,San Francisco
Special Nurse,36526.35,0.0,5351.74,2013,41878.09,42296.86,San Francisco
Junior Clerk,34911.01,0.0,840.0,2013,35751.01,42275.89,San Francisco
Custodian,29959.09,0.0,29.92,2013,29989.01,42268.61,San Francisco
Custodian,34735.73,0.0,857.98,2013,35593.71,42264.55,San Francisco
Library Page,27743.0,0.0,368.69,2013,28111.69,42262.46,San Francisco
Library Page,26928.79,0.0,4.49,2013,26933.28,42256.57,San Francisco
Audiologist,28392.0,0.0,5185.6,2013,33577.6,42220.79,San Francisco
Water Service Inspector,31301.47,0.0,0.0,2013,31301.47,42215.5,San Francisco
Library Assistant,27630.11,0.0,559.3,2013,28189.41,42215.48,San Francisco
Special Nurse,35581.43,0.0,685.52,2013,36266.95,42203.95,San Francisco
Special Nurse,30886.71,0.0,5237.79,2013,36124.5,42161.59,San Francisco
Special Nurse,31236.45,0.0,5206.13,2013,36442.58,42147.05,San Francisco
Senior Account Clerk,35400.11,0.0,0.0,2013,35400.11,42135.56,San Francisco
Police Officer 3,41699.0,0.0,11.33,2013,41710.33,42127.41,San Francisco
Special Nurse,35828.78,0.0,5875.15,2013,41703.93,42121.0,San Francisco
Library Page,27776.98,0.0,219.03,2013,27996.01,42119.08,San Francisco
Special Nurse,41626.34,0.0,43.92,2013,41670.26,42087.0,San Francisco
Sheriff's Cadet,23765.43,425.79,3921.05,2013,28112.27,42060.38,San Francisco
Special Nurse,33914.7,959.85,2207.65,2013,37082.2,42037.21,San Francisco
